id,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25
47889,10564,9437,10398,1999,18681,9529,29739,14621,31667,125263,788,31638,25059,51802,94260,6878,37230,55306,83857,34322,25562,20348,22796,23223,13681
14534,15745,25128,10218,19209,10029,3116,31657,25624,10683,954,85328,123056,11522,26258,26244,1995,88727,48992,14443,17198,2649,1844,10406,5693,38982
56583,108312,577,27332,37144,617,67307,77670,169,8989,39437,943,942,941,944,227,10871,221917,14911,476,9054,8744,14013,1832,9283,11975
41878,104103,18242,10613,4485,86369,77985,7452,20367,26603,24086,4995,9085,6068,18282,183,65460,15138,19426,13667,46798,124619,123728,102406,124676,94214
424,33367,9348,123047,12582,10531,11826,1945,104301,27418,43566,29076,783,2788,15873,27141,39314,10110,9614,10050,8043,16148,2084,857,1641,31768
35233,12626,37718,33250,27265,12186,27223,12110,1636,10406,39467,16297,3033,4985,36234,15739,12479,10156,957,462,45019,25641,18030,90715,13595,10603
14291,10280,85242,52770,26719,196280,76891,11212,25944,10052,9422,1578,20173,771,18391,59930,9749,40095,772,13850,106837,16375,38802,9552,17204,10696
103413,75531,43715,8217,2157,10149,17771,2666,6283,47434,15515,1955,24081,30964,32049,15489,27607,11797,36555,11307,2105,14412,31052,21612,11542,26949
11236,18642,36773,47493,45019,36834,1024,41730,9778,10876,19736,17707,12706,153141,16980,11704,87,32513,39930,183,14334,18282,8197,35161,47199,1497
11592,17474,42261,2075,14412,9326,17834,11591,10303,31052,1443,625,10493,38558,35463,39406,2277,8413,76891,9977,35796,42087,35119,21484,11215,42518
8850,32631,1413,9623,4011,8838,2613,746,26748,9945,1669,2924,9423,14854,8009,9433,18069,2087,16110,24206,18550,9638,947,573,9271,867
10445,2623,11050,10525,75151,31618,24016,31043,27396,5923,9433,2669,4476,297,9342,274,161070,26949,12506,1955,10858,1245,9740,10467,10510,12524
695,2928,9304,137,73351,26425,46625,712,9465,52856,1412,9740,9397,11472,6440,330,32636,31608,9446,18734,334,48311,4478,32646,16619,651
43535,10357,36773,10278,110972,11252,49963,6068,38922,24735,34760,37247,532,830,30159,705,13852,9869,15007,8463,125762,22688,11861,11673,34746,37230
12519,9450,10612,10409,17661,20540,12793,26371,509,22279,11347,35161,4886,47695,97537,14040,9705,41160,32767,10154,11306,11472,44705,36657,11232,7227
23210,466,11398,9972,18355,22256,38153,931,11372,10206,31017,651,47817,10057,607,17170,11967,19176,88893,9086,16619,17182,32075,11281,53862,25557
858,9489,11777,35196,10537,795,9748,10449,10684,397,2613,11983,41963,18551,2058,639,9444,11232,9062,40820,30666,43463,45864,10385,30765,796
867,2924,9423,12241,524,402,10153,2636,9945,18069,18550,9623,10635,861,9638,114719,21873,37718,4011,8838,9536,2613,9710,16146,600,889
78,526,21610,17585,42258,19124,23599,11,1892,1891,12618,348,9740,1541,4105,33245,9281,22915,4477,5503,3767,2655,11976,9772,98,31650
13203,12475,9536,19326,11365,782,45549,8069,11107,1946,45565,12919,25994,49792,19489,46929,47941,24153,20343,11091,22915,8388,20794,41952,17642,24584
10442,62488,150823,10897,26689,5550,5548,5549,10306,38129,17984,11607,3981,9820,29122,39197,40932,14924,816,9816,2321,125548,8872,8873,172545,42566
11074,2107,17709,10439,17402,16263,765,32872,47585,10324,48259,42186,42987,10135,12524,30815,10730,9576,34299,403,11780,34053,3597,16299,15393,74692
33367,123047,424,9348,12582,10531,11826,30964,12616,49799,20064,655,9057,37920,783,2788,10050,27141,39314,15873,9614,1641,8043,16148,2084,31768
9607,2307,9748,21032,17949,10279,140511,10052,59930,856,41817,27632,49478,108346,24081,36819,8011,12596,47199,11688,13764,60005,8769,525,22617,10220
17585,21610,526,78,42258,19124,23599,10723,11380,551,9067,9360,1654,9059,576,10016,1496,28978,1535,210307,2649,72031,39314,41843,68924,11386
9057,30964,12616,20064,49799,655,37920,77985,33367,6217,792,9028,9942,9416,8672,17466,28198,34379,8738,10336,38153,10673,9343,10547,10057,9255
20967,25208,10549,10705,11498,1627,840,17961,14283,19426,21588,37949,651,31608,42832,11704,9446,4975,11393,10264,3767,12560,41417,1628,43455,10998
10635,18069,114719,18550,9536,889,2924,21873,867,9945,9423,9638,9623,2613,4011,12241,36647,8838,16146,600,134368,14429,629,38621,60994,10945
9479,10585,49788,9441,16340,26269,32059,287,23954,50203,15489,36685,11797,23685,2105,24126,415,21612,31220,10634,13466,26949,134368,9475,34637,10539
10057,31017,11967,47817,19176,9086,17170,17182,38153,1644,1551,11398,9416,792,9972,11229,18355,9942,11372,466,22256,20307,931,23210,10206,8738
11969,847,10586,9306,10537,10003,414,31583,53151,15556,14370,9837,10396,12502,8870,9618,207731,10948,9994,14372,38153,38006,1369,2163,2924,2164
41590,32261,31583,9659,27841,8217,2157,10149,17771,2666,651,47434,52780,52633,1955,24081,88875,27607,14412,2924,11542,11307,19326,17770,31052,10341
319,638,9678,2074,47199,2212,8649,2033,10072,28732,9208,2640,31643,11355,65134,11258,39180,192,10651,1873,55306,10307,828,21849,11815,49981
26408,59733,5652,14268,66473,13794,415,10548,42597,7300,935,2182,25099,11415,36943,9909,13795,903,15267,27452,5925,36259,164,64963,15489,15873
15139,105,22345,856,165,196,14550,13554,41974,36357,400,47686,10763,8358,771,2779,61418,10647,772,32855,43488,2898,71067,9255,14822,43510
161158,21626,2769,24071,49806,10540,167738,13939,8208,32458,21711,161495,3034,10603,161070,45905,21362,12118,29056,30295,746,10157,1281,9827,11235,42159
218473,9438,10135,36915,476,15983,125587,15940,26956,10390,10162,118052,11844,9281,9745,744,567,16562,288,19158,47574,381,42010,521,63956,31516
85247,31650,1411,3080,28288,28047,31530,73969,28966,44412,68427,27985,26484,6623,10647,141,8656,9523,2770,20309,13757,25898,13531,274,9433,4476
11446,34604,11959,18935,8223,15658,161795,188589,62677,9466,41588,10699,10687,9426,15128,10872,49806,248,24071,43905,10137,167738,1541,925,10683,3050
51980,4480,3587,11444,1716,47119,44103,7093,4031,3934,4267,6187,11673,36998,4483,197537,41580,124306,10954,36245,52366,35717,4481,37920,10728,166
24405,278939,624,73575,43715,10427,1637,20681,18252,22213,32924,31618,10655,9717,8217,11797,2924,9423,867,32302,10774,10149,12241,22829,2157,13533
11655,1433,62204,1900,4961,26180,1878,902,40220,27150,838,49948,12520,25749,83500,14002,56235,29649,107,50562,1619,2924,12280,79920,14742,3595
11800,9382,1633,47585,8129,15143,11302,32023,510,303693,25884,249882,13785,42186,2107,77074,74692,1552,9447,42518,55561,17709,9403,22660,26174,10439
8223,2469,253632,11446,34604,11959,161795,15658,18935,4482,188589,12614,4203,99,267,6116,4307,21253,188588,172923,22597,23618,12280,77074,249,21711
14587,77434,3526,2087,61178,1687,1685,541,39940,10019,9336,96288,426,33734,35412,8860,10068,26789,6978,2006,12120,11454,17529,28410,26271,168283
31504,183,19933,18420,25212,12628,168535,47070,22597,32326,62994,11001,8835,23223,14052,78406,10906,26578,25188,42010,14585,31641,14328,10349,11159,35868
41653,145,47588,26610,26665,85589,46798,120,249,429,26578,274,9586,25560,28501,32499,1245,124829,123728,20024,2259,113286,17474,192,124676,221917
53185,11889,9449,25440,46435,71,37345,6106,9604,5852,55731,10013,27332,10559,31174,813,29393,14900,11176,36357,68545,76,303693,49474,11639,14398
95743,11066,9739,11698,18183,10102,26180,58886,213,11319,11135,13,11005,177,10207,38295,2493,812,33518,2370,9312,11678,13791,27475,18989,53092
23637,37550,37916,28794,40961,48149,121738,117730,125317,20468,25440,32595,61563,51679,43079,106837,58911,73642,40880,23239,21488,65046,54405,8076,68170,55955
17600,75250,2362,1493,4587,10466,8986,16934,12505,12121,23239,2293,12120,10765,11416,40001,37141,31044,9313,55479,1091,1642,45712,12537,37949,38718
10897,150823,26689,10442,62488,12538,102732,13997,2108,8872,9602,14136,30502,11041,21137,4925,22323,36056,36724,9995,51521,9487,209345,26531,703,11062
349394,10869,42832,132641,10086,25018,210307,784,8129,33828,62463,269,1802,40771,59066,11326,849,11347,17414,11542,108,33516,9840,2665,37691,13562
21352,79593,1091,14854,29243,8337,26156,15596,9355,11443,11624,21589,75386,42186,14052,4927,8769,31624,24128,20318,37722,30793,42232,11495,124626,65157
68806,14283,69716,21183,38251,14140,10102,287305,57240,145925,4484,11684,26578,274,37144,11478,10633,1619,117,29193,31924,9631,11975,10731,2779,4477
37345,927,28370,928,38043,18835,9449,25440,10379,11889,46435,53185,19357,89861,816,46986,26531,6106,11223,55731,2493,9880,9604,27332,10559,10013
32562,11575,9660,239,976,12710,19494,790,948,36955,36599,10326,49792,11414,12145,623,10127,9529,36568,58372,16889,9995,21879,12472,1380,36489
47507,60670,194,406,6312,52961,26941,62463,31121,220,9880,5780,76,69928,291861,12312,71,907,2654,29005,507,10973,18892,76083,2665,9406
25403,11447,24382,126996,416437,123047,634,43510,24795,8989,38225,38554,32014,36245,29682,22597,23618,12280,77074,249,21711,8217,24081,11777,16158,27455
124304,1909,31603,1924,28,702,123763,18647,126996,18402,238,4825,108548,11936,41050,422,3586,40885,654,40739,9306,23111,10102,55049,47260,65632
9066,12606,10466,9609,57745,2360,3595,67323,22167,32574,10533,922,18,2155,41357,9772,579,8688,4954,22649,31556,694,11335,4965,53714,11773
771,772,1578,18391,9054,31643,16297,15139,10377,13982,20173,85242,10052,13466,10280,52770,9749,59930,26719,41579,9272,40095,11011,14291,159569,25944
251,8984,44772,48311,18282,4478,19214,10545,30815,11082,20096,9879,9623,88,18169,10533,4421,9740,19664,9465,11286,6440,41090,9397,11472,813
812,177,11005,11970,879,11238,2493,10144,8844,77064,11597,11335,27327,12499,11000,788,13,9994,16406,7095,2277,88863,9312,11545,10207,38295
280,39473,31947,9619,10823,218,2045,11863,33344,36955,38775,9671,9396,40771,56651,9268,32093,31776,10557,11238,9290,8452,13757,15969,9387,106
581,19855,619,310431,9922,12138,41768,20348,8367,9804,12160,10478,117,10052,11853,820,10083,14040,1552,287,10390,11973,10207,9403,77074,9447
80350,10984,15698,8337,95,9877,3172,11467,12233,12499,9535,9300,639,786,12596,585,17589,1618,21128,9835,2895,1365,7340,54087,871,70199
268,364,14742,10385,75,24113,13818,18417,696,11970,11862,11561,881,11686,242,9745,703,30285,10440,18254,869,32669,51371,12280,9314,32600
274,9433,2669,9342,4476,297,161070,10868,9359,32027,11308,14612,1955,1245,42486,32924,9740,10858,12524,35201,15655,14052,10467,11521,40505,28047
408,30308,3134,12335,124475,2690,41050,349394,3170,13562,4484,9322,43475,1802,11684,406,10102,4837,47620,70282,10722,58429,15489,11688,16620,14444
10020,52782,13509,50541,10865,10545,28032,10144,20457,3109,32499,87190,12257,19186,15121,61934,43266,10882,1923,9609,36914,11038,23518,17894,43475,12335
10895,18620,756,104896,632,10478,10437,3934,9749,14140,4916,85160,1688,13915,2453,64567,24153,22328,13757,18975,10340,14906,16129,9444,10530,10693
114,4806,6520,1049,4824,8834,17126,26789,6073,1551,11191,10763,2768,10641,2625,1592,16642,2148,2623,2637,9531,9407,117164,1058,18417,3784
41043,1847,124676,278978,131957,567,39074,299121,57575,161158,2769,22829,10607,16340,12118,10525,655,87729,9406,10157,577,77056,198,28974,14776,96288
576,1654,551,15919,17664,19042,28978,10774,22829,8487,9059,39314,23283,10723,17585,47817,60285,10839,11380,331,26386,42261,244,18935,38558,35463
15477,2020,53113,18451,2123,10480,634,16780,44308,25750,4886,26554,2613,58372,10363,61813,39934,22501,16306,25739,22500,77825,43777,10833,11469,1850
59146,37557,2114,21202,20306,4806,2493,56934,19931,20758,11862,36489,229,11932,18111,25471,10674,24166,117730,30304,125317,17474,40365,11985,541,1850
124472,691,269,78076,17644,175,9085,9028,25670,574,13757,3110,42186,27103,36136,104931,8195,43329,929,3083,12501,22013,22342,11575,43832,42237
30528,114089,2321,2990,21183,1408,8413,10603,2058,81442,13446,27327,11478,261,5919,36355,10866,8970,11296,14034,18395,17127,76996,29825,704,32847
7300,10436,12220,10170,9909,9302,10950,9037,30500,10875,6415,2655,1389,415,2133,134,161,6623,36606,66473,755,14347,3784,11415,42597,164
10824,9529,744,381,10162,19158,118052,10390,11844,9281,9438,9745,10135,567,16562,36915,288,476,47574,1281,42010,521,218473,63956,31516,13821
261246,5279,33379,229,56164,71754,12706,8584,19601,44465,9398,10136,13685,10635,8973,8007,21719,3035,9003,25842,527,36647,16690,18069,114719,12187
275,11368,10778,1873,77223,56077,35680,644,18168,334,24066,184885,331,16093,378,115,379,95682,3526,20637,10399,11934,134,18192,33078,10649
25059,6878,31638,788,40820,25562,34322,13681,47889,34299,9585,51802,40842,17182,51371,94260,40772,10860,71402,37230,34838,17971,28033,165,10865,1999
11827,110666,74140,990,11713,5175,23805,29968,10098,33676,10974,10975,34584,184,2109,18509,10622,24452,8584,9404,19267,11134,46992,33542,600,18764
8766,39177,9827,12241,19419,11974,10987,11569,24831,10052,17204,11973,40095,10280,9333,9064,1694,59797,29251,18111,9003,85242,8810,8973,26719,167
23570,1965,10862,68274,1213,17941,1934,8052,18074,10215,3573,9410,9889,15513,14013,10685,34941,21309,48260,221917,468,1089,1832,56583,11187,77332
47333,14832,11076,198469,985,24226,186705,11337,26648,47588,32622,25560,10264,30547,6003,12660,10368,61416,15171,46338,4973,48109,11936,8072,17887,2124
54850,5332,197,9403,10034,17044,8583,1844,11618,12257,29825,9071,27431,161806,16,4486,22500,18762,13533,42196,8072,28597,124614,10585,46338,11654
51242,42780,29572,32119,5967,3784,198469,18691,522,20443,922,2086,9366,162,37691,1909,1878,505,552,622,4104,9886,2668,2900,768,124057
10112,9325,81310,11886,25364,11360,15947,9078,11319,10882,12230,17207,9279,247,16958,46681,24977,10345,16084,427043,8986,87078,14285,10380,27681,220
4307,99,41326,1909,4203,26333,48862,8223,215373,22230,267,3175,2469,21253,43775,12527,172923,63020,19736,123277,11704,9058,47199,42832,1497,14334
46029,11300,3525,10990,31306,8986,15785,15867,36136,2990,14195,25497,8818,9691,6116,253632,17402,90148,2057,48781,265966,4203,251481,5,2469,115810
32308,11077,14475,17443,104896,30285,13818,26261,11857,881,15602,40773,2383,13783,9504,7450,3309,8986,252,453,22586,9889,32669,665,38766,47493
88893,57976,8672,11398,9972,466,47686,11372,22256,23210,819,18355,1535,38153,45325,62127,4477,550,931,161,37302,9445,24584,63437,56162,17539
52873,49935,124475,52366,10401,10452,26933,36998,102489,5994,8656,9849,31044,30964,10086,11444,9945,48217,13776,23730,20283,1406,23449,10412,10956,203119
123505,28134,125709,108316,30814,18203,49806,3526,59181,10783,11284,18498,109478,10160,29204,9611,36094,10056,967,694,9438,22874,4808,14347,13320,600
340210,88863,44326,88030,11005,177,16406,27327,77064,28308,11545,19052,812,29492,302579,609,16337,11133,30943,19848,2185,6950,9386,226229,2,913
44281,22797,11381,28519,24086,14289,2211,20064,42881,109479,9683,16161,27461,281085,26391,12589,120,249,58062,2759,1688,10047,9586,25560,185191,23618
28121,6522,9737,38129,16094,16096,43230,20701,20239,50031,11001,398959,20794,9600,14034,299,30157,8388,10671,17691,18423,11469,47288,11086,8738,11562
12520,854,11103,12656,492,8067,9563,838,40220,27150,11655,83500,14585,62204,10061,25749,14002,50562,56235,41828,4327,2924,12280,28169,18856,544
1592,4967,11371,73,10622,550,12101,1049,16052,93350,4824,11016,6520,114,4806,2148,41007,9411,33725,10559,11363,31016,19736,11349,60285,28120
166901,10363,24254,499,862,2085,75892,37722,17078,109479,16222,13539,11520,1879,99008,104301,801,36652,35292,29143,11690,33516,9960,33762,3082,13531
36447,42158,19600,624,27397,10427,1637,22213,32924,11228,18252,41801,14578,10349,2323,14709,125537,134368,32847,25392,53714,53150,43715,10126,21253,20283
19042,1654,576,551,11497,15919,101860,43316,10501,28978,39314,20681,18935,43475,36355,18395,11888,42010,10992,15789,16690,812,18620,37949,11970,27327
38884,93946,12635,21132,62463,37691,125587,124619,8129,44258,8009,9443,10592,48834,73642,2770,49980,17044,22796,10869,4918,12506,11481,1485,46027,2668
47449,10649,14628,869,10648,863,862,25447,15800,10984,71881,47504,8469,22073,45964,15196,1073,13762,37667,2067,9273,18971,12489,500,21661,18660
36259,46786,35936,51763,11113,18252,66473,22292,53761,34084,42981,2182,3587,7300,11415,36943,9909,903,11107,91445,35463,8844,42597,9355,14444,18975
41852,24276,9387,13794,34615,27273,16158,53879,12280,16249,8470,20723,10126,9422,37094,2119,17949,240,22733,9610,39406,11335,820,11718,57834,32031
40926,10117,15856,22102,2360,24560,293,56428,4975,26162,176841,9529,31667,8336,14621,29739,43715,63945,19052,47889,20468,29015,70581,11133,609,35066
9099,11933,9612,620,2617,1621,2978,8916,47302,25697,25520,525,23752,11568,30168,2779,12120,18975,10747,8388,20794,28121,110479,10411,50541,2069
2021,8428,16081,37835,108346,41160,62127,44705,42486,47574,28296,7227,2107,765,17709,42987,509,26371,869,22279,981,43795,10439,900,11074,21661
61752,10354,41823,9800,9665,41817,9469,9944,1883,28313,24453,1713,33214,8470,31004,3083,9411,12506,9271,8963,23618,20649,56583,9882,45019,10684
10988,10656,21484,10452,402,1802,35797,24858,524,10153,2636,861,37718,9710,30157,9320,41841,77936,4104,5825,867,124475,46063,102933,45712,11938
11479,22994,45827,46798,11359,17447,11040,17170,6978,31504,16127,9816,41516,5257,51521,39934,102732,88,1411,78406,4031,9447,185,99040,209345,25993
398959,314352,16096,28121,6522,10671,8388,38129,20794,17691,9737,18423,16094,11086,8738,301,37291,522,30157,299,9844,31608,16211,10336,47288,10364
287305,36094,11889,42807,2162,22267,68806,29067,911,21183,14140,577,562,309,14283,1572,2085,28070,22178,1573,253,33468,23618,77074,22597,54825
339428,11313,30202,27405,41870,8816,11828,9614,24066,8491,28580,8494,55059,22230,127602,26610,213917,23618,77074,22597,54825,125099,299121,15031,531,210307
12652,39177,4484,11684,78285,4481,47439,48750,25739,43612,266,22501,17961,649,60951,3934,64567,124642,290157,10675,10239,38802,50785,166,43475,13666
10684,11777,35196,10537,9748,795,858,10449,9489,9665,41963,9800,9944,9882,18551,11983,397,9444,41817,2613,639,2058,30666,43463,9062,11232
954,3116,31657,25624,123056,1995,955,10669,11893,30547,2067,15745,380,21489,11873,26258,628,14534,9586,10683,6075,11522,12611,25128,85328,117
68445,98499,34996,110513,26890,632,11305,25673,7863,571,25723,33666,10379,18975,18158,41828,8871,21142,22621,34794,78140,6970,10376,54968,77915,8095
18989,807,8367,10562,12123,278,10480,32484,14621,13,41730,11258,9437,10207,38295,2493,630,11831,125582,102304,403,2043,125052,13791,277270,27273
10801,159,314352,32872,16305,13482,115872,34582,9560,62364,11165,12599,10991,56162,124475,2667,124645,139,88727,3543,27099,249,120,9586,25560,41946
54285,1857,40508,25538,11598,3173,10281,54825,5279,531,530,331,17887,62994,329,532,330,201724,10399,7443,29649,9473,16307,27958,635,11772
8840,44297,36834,12623,2614,12160,9549,21450,18551,18402,9820,17971,11478,1091,2171,10423,624,11228,28732,10162,11381,46798,20283,10871,8337,12335
278978,1847,124676,41043,131957,15560,11101,6715,9524,890,4175,19997,21734,32275,32911,62185,17965,10540,42758,15,154821,32458,21711,161495,746,3034
124625,18683,34299,40154,10945,14429,39775,149687,1770,54195,42218,19405,99,402,365371,10684,58102,66473,7300,78802,5548,34760,20318,104301,861,10802
11107,24918,622,11649,46786,11353,51763,35936,118052,11899,11176,32484,43340,33725,630,21299,494,20306,31516,62422,291731,14900,9070,20713,35463,41462
16417,39891,32686,247,9716,65448,10220,8769,525,29372,37820,2609,11568,753,61934,621,24081,9625,19259,1955,18129,11062,15875,14831,20637,29682
70934,2112,4988,143299,14854,1857,10472,4296,72987,41160,9552,10696,24099,35176,804,320011,39266,13485,11467,12233,12499,18885,9535,15698,11174,9300
10363,166901,22650,2593,17281,41225,4483,356054,26371,29723,16508,15477,34774,15139,10697,199512,2020,53113,18451,47119,2123,25750,10849,873,288,8584
161070,9433,2669,297,9342,4476,274,9517,9448,20307,10603,29154,30295,2769,1955,10858,10373,9740,10467,1245,12524,10445,15655,40505,49126,28047
10539,9598,31606,213985,12724,15413,9479,23685,124821,407992,10386,15171,3086,37853,21355,10668,11422,11816,47881,37410,10380,15144,195,53092,10948,29946
10543,29444,11229,9451,2657,17474,8835,911,18621,24736,6415,2133,11858,9455,34714,19457,20239,92769,4995,12508,6346,869,31043,13715,9504,40628
18414,62994,13824,9333,29251,18734,9586,11974,11593,191874,5854,19259,10154,918,9374,11814,331367,44497,30815,11064,55613,50627,2616,1694,59797,11973
47502,1607,116014,34014,12623,2039,23111,4587,11478,10368,13446,18395,81442,27327,10866,17127,261,704,5919,36355,38772,9277,32847,47871,13817,11870
11902,124633,48217,90762,20123,1075,2042,59939,51722,29048,10142,15267,10592,249,651,632,19855,8056,365371,10364,61416,11858,10687,26949,792,10110
27098,20197,11113,11859,617,52770,143,103489,10657,4951,34053,21355,400,22160,25430,43316,21055,30946,8074,10142,10029,15267,705,17443,16858,102933
25087,8856,1885,10495,11231,9980,43391,12230,129628,9417,37144,32059,9945,63639,5332,11310,22625,1921,12723,562,10412,2134,1406,11569,23730,1775
5801,896,9469,769,50225,17494,124639,1923,27281,28975,14821,10464,32611,60276,32569,42159,28047,9523,28580,26282,2045,34314,221,11826,99479,42739
896,50225,9469,769,5801,154821,17494,124639,1923,27281,28975,14821,10464,60276,54933,32590,32611,32569,10341,10156,108548,73183,18451,42159,2981,330
3065,1857,20348,113271,53185,22102,43475,18252,10117,11814,11176,12138,25440,9449,10559,15655,55731,6106,11223,9604,9570,14900,46435,11889,87462,13764
318177,862,1879,75892,37722,17078,109479,16222,13539,2085,11520,99008,104301,801,36652,35292,29143,11690,103960,33516,9960,49096,840,16620,13531,2291
2300,23919,19698,52907,10131,40639,11209,10803,28370,6520,11469,24977,19118,32767,9476,9059,15875,24575,10149,27396,29372,301,17664,3114,11940,6644
8069,1946,45549,782,11365,17897,25994,32049,45565,17887,1554,36555,596,867,41952,10003,1779,10493,19124,39424,9395,36758,9869,80677,9481,61651
288173,668,903,18264,17832,19326,9308,111794,65448,31703,12639,16288,54850,197,796,12257,5332,29825,9071,1844,11618,161806,16,27431,4486,22500
187851,8337,10155,31610,1598,29067,11595,11570,49803,117262,10502,7340,18691,1585,47139,12236,530,38126,54825,40879,13907,28145,531,8470,63076,50116
27768,49728,26978,12498,95,3172,12596,38982,2895,21128,15144,1365,11522,74692,26355,47585,24470,239,21355,17133,10778,21626,44857,13824,59939,12233
221917,77332,35122,12479,15739,45019,462,56583,14013,1832,36943,857,108312,577,489,2193,287991,11525,9473,161495,5769,35233,49805,18784,67307,52038
8072,50785,104931,269,48109,11936,46338,11076,98491,55049,35645,110428,266,29937,175,8074,64562,54850,111367,42237,50512,11353,47333,117262,4985,150
35797,1802,30157,124475,77936,10988,64567,24858,10656,21484,11216,10452,11010,124834,8076,27103,19562,4031,949,3934,4267,36094,586,10722,68,635
88030,12639,73183,16121,340210,9741,6071,184,9659,680,10479,11412,9644,2,62422,279698,9631,6072,479,31000,25660,922,1554,36739,21183,20759
185191,17182,42566,1802,17961,21137,121738,13666,9103,166,18681,11940,10552,10222,43143,67365,4481,10787,10366,52366,120,10134,8831,17466,9594,9405
83857,1366,1375,9437,1367,1371,10398,1374,9064,18681,10564,15875,2280,25673,27791,29030,888,2291,22318,39074,10992,12714,2756,10646,9849,50463
33245,22915,11113,11,1892,4174,1891,26959,136311,43345,11893,22292,38617,2148,24254,84116,5689,20850,621,10122,97805,30502,38722,11158,13562,14831
124460,11845,10403,87729,49805,9905,29946,31004,41007,48109,42580,105,10142,10137,10779,165,17971,196,17170,32502,2115,9024,6878,25059,10865,29461
27281,769,17494,50225,10464,28047,34314,942,941,944,943,10871,2045,169,10447,9054,14911,39437,9469,14821,28975,124639,1923,32611,60276,9826
105045,94440,11062,2246,8838,12150,11456,9524,9552,24099,11174,16620,653,265966,8816,26282,31527,75641,2428,16,228,58680,145,21876,10657,72086
40001,16305,284,10322,2690,22414,41007,2362,9825,30285,11050,26531,17600,1493,118098,4587,10882,8986,10466,37230,12121,12505,12120,24197,31955,31044
29621,8011,35118,30352,25066,9771,36049,5491,36434,90214,28296,17661,122289,96167,2604,41478,123728,607,29122,8487,11597,11904,49478,10153,8984,8974
117730,5922,966,62394,429,11478,10386,10423,4175,173,8840,8845,10562,10684,47941,9799,245268,80350,34714,124606,4973,40507,11228,11895,23531,78076
20762,2604,1903,20681,4133,1722,1902,31618,9717,12527,10655,19052,63956,15138,9873,96357,18205,792,21721,12560,24405,9942,43775,14629,57240,31650
37144,33408,617,11622,51333,577,56583,108312,8989,8744,9631,32059,9599,8197,8438,77670,37141,8973,12138,41952,19855,25562,619,24525,476,1811
48260,30994,116844,21309,10685,1089,34941,468,11187,10395,15121,14484,11843,10577,1637,20857,1813,12123,10393,23570,12656,25147,1921,1689,9886,1413
12656,854,11103,492,9563,8067,10685,4327,1089,12520,21309,34941,18856,544,468,36914,13403,12123,218,679,10393,11068,1637,1813,20857,36955
38867,5241,36943,125582,4488,16300,4460,50627,9558,11318,38925,124829,53879,34024,61548,140511,18644,177,10730,16520,25430,11238,65203,983,47288,1439
277270,5652,17949,3114,10779,479,32484,17691,10671,11718,10658,807,10562,301,630,16249,278,12123,299,16211,37112,9835,10480,20723,18989,8367
25969,1700,10663,78133,19200,59232,39787,11929,1633,14441,21252,6279,11212,21148,14342,10478,2069,23223,57575,40505,17447,78256,14347,39314,46924,4916
44103,3587,11444,4480,1716,51980,47119,7093,124306,11673,4483,4031,3934,4267,10954,197537,41580,36245,18919,18939,17139,25364,47493,37920,10728,40156
753,16723,22478,2115,339,43002,12611,805,24349,48862,36568,10220,8769,8470,29372,37820,525,2609,11568,621,1955,18129,11062,24081,20649,1413
43634,56830,4587,49365,6114,162,10641,20539,11465,8078,42314,114719,742,47724,8447,14585,10061,9587,2640,339,3558,11861,10383,2788,310431,12520
9103,10222,1779,19664,11286,10134,8831,2019,17466,9594,9091,9405,11667,10861,10366,9349,11690,37498,682,269,707,175,13666,330,8420,9397
90214,122289,144,31768,32595,36049,27141,17661,5491,28296,2604,29621,96167,20457,123728,1939,93,51044,65046,541,29122,10434,23239,8984,10896,13776
29649,52263,17644,47070,11655,62204,49948,38560,54825,599,531,10281,530,117262,12500,8388,25678,20794,25682,42160,15762,103960,27745,13595,16155,902
10990,11300,3525,46029,25497,36136,15867,2990,15785,8986,14195,31306,6116,31610,10155,1598,11595,265966,251481,20318,9433,2043,9731,1024,21849,150
8866,18153,266022,20457,9320,7093,2171,23949,10992,34444,2640,13595,47881,38545,20681,94260,30994,24662,18169,31017,500,10276,18168,8336,249,35796
12233,585,12499,32255,11467,9535,15698,42233,3172,639,1618,10778,9300,12596,9835,95,34043,786,80350,17589,2895,54087,1365,2255,21128,11896
23449,23730,13776,20283,1406,11310,26258,9945,4248,49935,10401,124475,52366,21845,10956,10412,10452,30946,857,36998,9403,10144,10607,4975,1832,10723
36355,22317,9272,9276,9671,9396,9290,31586,19855,236,34723,14557,10122,11478,33408,31388,81442,5919,13446,11867,10866,27327,65075,8874,120,11870
37667,869,47504,22073,500,18971,12489,11860,11467,14583,42739,1073,15196,25447,863,862,13762,71881,10376,5,2067,8469,9311,93946,10546,21661
90148,8818,9691,253632,2057,17402,48781,4203,5,2469,9342,31083,37722,13597,10249,28308,31306,20761,46029,8068,22048,1911,24587,145925,51802,10833
922,29572,9609,57745,53714,143750,18,22167,3595,32574,10533,2155,9772,41357,579,22649,8688,4954,15789,96167,9066,4965,12606,162,62,522
11876,5001,77936,409,23383,967,10518,10644,16241,115872,11489,261,110428,392,47434,11673,993,269,223,241,175,14811,18929,102489,2767,24167
52633,15170,15564,7227,9659,31583,41823,32488,5503,18990,9425,32261,682,41590,26170,414,10731,178,10766,8845,93,16307,25497,27841,36955,820
